msc_a,title_a,msc_b,title_b,direct_link,reference_overlap,text_similarity,connection_score
2611,MSC2611: Remove `m.login.token` User-Interactive Authentication type from the specification,4380,MSC4380: Invite blocking,0.0,0.0,0.169,0.051
2666,MSC2666: Get rooms in common with another user,3550,MSC3550: Add HTTP 403 to possible profile lookup responses,0.0,0.0,0.169,0.051
2666,MSC2666: Get rooms in common with another user,3666,MSC3666: Bundled aggregations for server side search,0.0,0.0,0.17,0.051
2674,MSC2674: Event relationships,3765,MSC3765: Rich text in room topics,0.0,0.0,0.171,0.051
2674,MSC2674: Event relationships,3861,"MSC3861: Next-generation auth for Matrix, based on OAuth 2.0/OIDC",0.0,0.0,0.169,0.051
2675,MSC2675: Serverside aggregations of message relationships,3958,MSC3958: Suppress notifications from message edits,0.0,0.0,0.17,0.051
2676,MSC2676: Message editing,2746,MSC2746: Improved Signalling for 1:1 VoIP,0.0,0.0,0.171,0.051
2676,MSC2676: Message editing,4289,MSC4289: Explicitly privilege room creators,0.0,0.0,0.17,0.051
2701,MSC2701: Media and the `Content-Type` relationship,3383,MSC3383: Include destination in X-Matrix Auth Header,0.0,0.0,0.17,0.051
2701,MSC2701: Media and the `Content-Type` relationship,3765,MSC3765: Rich text in room topics,0.0,0.0,0.171,0.051
2701,MSC2701: Media and the `Content-Type` relationship,4277,MSC4277: Harmonizing the reporting endpoints,0.0,0.0,0.169,0.051
2702,MSC2702: `Content-Disposition` usage in the media repo,3987,MSC3987: Push actions clean-up,0.0,0.0,0.171,0.051
